owner_id,quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,script_kind,script_class,script_path,owner_ids_on_attribute,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
5594,5594,Last Resistance,curated_full,not_retail_complete,current_quest,quest_script,Q5594QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5594QuestScript.cs,5594,runtime_q5594_kezrek_receiver_ship_controls_and_warbot_credit_guard_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/verify_safe_world_imports.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5580.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5583.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5594LastResistance.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Quest/GlobalQuestManager.cs;Source/NexusForever.Game.Tests/Quest/GlobalQuestManagerPartialTableTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5594 script coverage now includes Kezrek Warbringer 24158 server availability at the shared Crimson Isle handoff location 17902 with direct Creature2 QuestIdGiven/QuestIdReceive cache coverage for Q5594, the Last Resistance ship-controls activation/teleport path, and a guarded Megatech Warbot 31792 kill path: Q5594WarbotEntityScript grants achievement 1730 and objective 8249 only while Q5594 is accepted. This protects shared Creature2 31792 when spawned as a Q5583 Heavy Armor target-group member. Q5594 remains not retail-complete pending exact Kezrek dialog smoke, client ship-control access gating, warbot combat smoke, completion dialog/reward side effects, achievement UI, and end-to-end Q5594 smoke."
5595,5595,Blood in the Sand,curated_full,not_retail_complete,current_quest,quest_script,Q5595QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5595.cs,5595,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
5596,5596,Ordnance Recovery,curated_full,not_retail_complete,current_quest,quest_script,Q5596QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5596.cs,5596,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
5597,5597,Dregs and Thieves,curated_full,not_retail_complete,current_quest,quest_script,Q5597QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5597.cs,5597,runtime_q5597_chua_explosives_spawn_credit_and_followup_script_tested_external_video_observed_pending_local_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5597.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Decomp/Analysis/VIDEO_EVIDENCE_MAP.md;I:/Videos/Wildstar Tutorial - Crimson Isle - Quests Part 1 (Dominion)/Wildstar Tutorial - Crimson Isle - Quests Part 1 (Dominion) (1080p_60fps_H264-128kbit_AAC).mp4;I:/Videos/Wildstar Tutorial - Crimson Isle - Quests Part 2 (Dominion)/Wildstar Tutorial - Crimson Isle - Quests Part 2 (Dominion) (1080p_30fps_H264-128kbit_AAC).mp4;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5597 now has focused-test-backed server availability for 30 reviewed Chua Explosives 24286 placements from DataMapping source_coordinate_ids 15489, 15490, 15491, 15492, 15493, 15494, 15857, 15858, 15859, 15860, 15861, 15862, 38874, 51929, 59776, 59777, 59778, 59779, 59780, 59781, 64334, 101493, 101494, 127169, 134970, 134971, 134972, 136408, 136864, and 147754 in world 870 area 1218, Q5597ChuaExplosivesEntityScript activation credit for virtual item 364 while Q5597 is accepted, the shared Mondo Zax 24187 fallback at receiver WorldLocation2 17803, and the Q5604 follow-up handoff. External Crimson Isle quest video corroborates the Q5597 client flow: Part 1 at 00:06:52 shows Mondo Zax offering Dregs and Thieves after Ordnance Recovery; Part 2 at 00:00:35 shows Chua Explosives with the Collect prompt, objective tracker, and 50% Retrieve Chua Explosives progress; Part 2 at 00:00:50 shows Quest Completed: Dregs and Thieves followed by the Q5604 Tactical Demolitions Mondo dialog/reward presentation. Online mirrors were found at youtube ids uu4avnomefU and YA0Gyn870aI. The quest remains not retail-complete because local emulator/client smoke is still required for exact density, route/map guidance, activation packet timing, respawn/despawn behavior, reward inventory persistence, achievement UI, duplicate/negative cases, and end-to-end Q5596->Q5597->Q5604. This is external video corroboration only, not local emulator proof; retail completion still needs a local build 16042 evidence bundle for route/map guidance, activation packet timing, despawn/respawn visual state, duplicate and negative cases, reward inventory persistence, achievement UI, and end-to-end Q5596->Q5597->Q5604 smoke."
5604,5604,Tactical Demolitions ,curated_full,not_retail_complete,current_quest,quest_script,Q5604TacticalDemolitionsQuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5604TacticalDemolitions.cs,5604,runtime_q5604_exile_anti_air_cannon_spawn_checklist_credit_and_completion_script_tested_pending_client_smoke,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/sql/laughingws_small_world_wip_seed.sql;Tools/DataMapping/sql/verify_safe_world_imports.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5604TacticalDemolitions.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Spell/SpellEffectHandler.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/CrimsonIsleQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Q5604 now has focused-test-backed server availability for the three build 16042 Exile Anti-Air Cannon 24298 Simple entities at the Megatech Gun Emplacement, with checklist indexes 1, 2, and 3 plus activePropIds 1085356, 1085429, and 1081959 from the small-world seed. Generic interaction and activate-spell paths credit ActivateTargetGroupChecklist objective 8268, Q5604TacticalDemolitionsQuestScript queues the completion cinematic and hidden objective 15918 after 8268 completes, and the completion hook grants Q5580 and Q5583. Q5604 remains not retail-complete pending exact client activate/destroy smoke, active-prop visual/despawn/respawn behavior, reward/progression side effects, and end-to-end Q5597->Q5604->Q5580/Q5583 smoke."
5610,5610,Dreg Mutations,no_objectives,not_retail_complete,current_quest,quest_script,Q5610QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5610.cs,5610,implemented_no_objective_script_lifecycle_tests_pending_dialog_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"No-objective quest script hook is row-tested through the shared QuestManager accept-to-achieved and visible-receiver completion paths for this Quest2 row; retail completion still needs client-visible dialog activation, exact row-specific reward and achievement side effects, and client/manual smoke."
8855,8855,"Stasis, Interrupted",curated_full,not_retail_complete,current_quest,quest_script,Q8855QuestScript,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q8855QuestScript.cs,8855,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10510,10510,Learning to Shop,curated_full,not_retail_complete,current_quest,quest_script,Q10510LearningToShopQuestScript,Source\NexusForever.Script.Main\Quests\Q10510LearningToShop.cs,10510,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10513,10513,Navigating Nexus,curated_full,not_retail_complete,current_quest,quest_script,StarterTutorialQuestScript,Source\NexusForever.Script.Main\Tutorial\StarterTutorialQuestScript.cs,10513;10521;10527;10532,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10518,10518,The Face of the Enemy,curated_full,not_retail_complete,current_quest,quest_script,Q10518CombatQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10518Combat.cs,10518,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10519,10519,Servicing Circuitry,curated_full,not_retail_complete,current_quest,quest_script,Q10519PreparingForDepartureQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10519PreparingForDeparture.cs,10519,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10520,10520,Deconstruct the Construct,curated_full,not_retail_complete,current_quest,quest_script,Q10520ShipInteriorQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10520ShipInterior.cs,10520,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10521,10521,Navigating Nexus,curated_full,not_retail_complete,current_quest,quest_script,StarterTutorialQuestScript,Source\NexusForever.Script.Main\Tutorial\StarterTutorialQuestScript.cs,10513;10521;10527;10532,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10522,10522,Servicing Circuitry,curated_full,not_retail_complete,current_quest,quest_script,Q10522PreparingForDepartureQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10522PreparingForDeparture.cs,10522,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10523,10523,Deconstruct the Construct,curated_full,not_retail_complete,current_quest,quest_script,Q10523ShipInteriorQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10523ShipInterior.cs,10523,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10524,10524,The Face of the Enemy,curated_full,not_retail_complete,current_quest,quest_script,Q10524CombatQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10524Combat.cs,10524,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10525,10525,A Claim to Stake,curated_full,not_retail_complete,current_quest,quest_script,Q10525CryopodConversationsQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10525CryopodConversations.cs,10525,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10526,10526,A Claim to Stake,curated_full,not_retail_complete,current_quest,quest_script,Q10526CryopodConversationsQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10526CryopodConversations.cs,10526,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10527,10527,Navigating Nexus,curated_full,not_retail_complete,current_quest,quest_script,StarterTutorialQuestScript,Source\NexusForever.Script.Main\Tutorial\StarterTutorialQuestScript.cs,10513;10521;10527;10532,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10528,10528,Bon Voyage,curated_full,not_retail_complete,current_quest,quest_script,Q10528EscapePodQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10528EscapePod.cs,10528,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10530,10530,Bon Voyage,curated_full,not_retail_complete,current_quest,quest_script,Q10530EscapePodQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10530EscapePod.cs,10530,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10532,10532,Navigating Nexus,curated_full,not_retail_complete,current_quest,quest_script,StarterTutorialQuestScript,Source\NexusForever.Script.Main\Tutorial\StarterTutorialQuestScript.cs,10513;10521;10527;10532,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10540,10540,Lots in Store!,curated_full,not_retail_complete,current_quest,quest_script,Q10540HoloTerminalQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10540HoloTerminal.cs,10540,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10541,10541,Lots in Store!,curated_full,not_retail_complete,current_quest,quest_script,Q10541HoloTerminalQuestScript,Source\NexusForever.Script.Main\Quests\Tutorial\Q10541HoloTerminal.cs,10541,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10544,10544,Snowy Sanction,curated_full,not_retail_complete,current_quest,quest_script,Q10544SoldierKillQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10544_46_ExileSoldier.cs,10544,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10545,10545,Stop Them Cold,curated_full,not_retail_complete,current_quest,quest_script,Q10545SoldierSpellQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10544_46_ExileSoldier.cs,10545,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10546,10546,Data Dump,generic_with_script,not_retail_complete,current_quest,quest_script,Q10546SoldierActivateQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10544_46_ExileSoldier.cs,10546,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10547,10547,Wintry Wetwork,curated_full,not_retail_complete,current_quest,quest_script,Q10547SettlerKillQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10547_49_ExileSettler.cs,10547,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10548,10548,In Defense of Icefury,curated_full,not_retail_complete,current_quest,quest_script,Q10548SettlerSpellQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10547_49_ExileSettler.cs,10548,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10549,10549,Information Interception,generic_with_script,not_retail_complete,current_quest,quest_script,Q10549SettlerActivateQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10547_49_ExileSettler.cs,10549,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10550,10550,Blood Red Sands,curated_full,not_retail_complete,current_quest,quest_script,Q10550ExplorerKillQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10550_52_ExileExplorer.cs,10550,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10551,10551,Crimson Coverage,curated_full,not_retail_complete,current_quest,quest_script,Q10551ExplorerSpellQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10550_52_ExileExplorer.cs,10551,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10552,10552,Data in the Dust,generic_with_script,not_retail_complete,current_quest,quest_script,Q10552ExplorerCSIQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10550_52_ExileExplorer.cs,10552,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10553,10553,Extreme Prejudice,curated_full,not_retail_complete,current_quest,quest_script,Q10553ScientistKillQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10553_55_ExileScientist.cs,10553,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10554,10554,Automated Gunnery,curated_full,not_retail_complete,current_quest,quest_script,Q10554ScientistSpellQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10553_55_ExileScientist.cs,10554,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10555,10555,Crimson Confidential,generic_with_script,not_retail_complete,current_quest,quest_script,Q10555ScientistCSIQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10553_55_ExileScientist.cs,10555,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
